issue_id,series_ticker,subject,word_normalized,latest14d_events,latest14d_mean_probability,prior28d_events,prior28d_mean_probability,matched_supported,change_pp,interpretation
healthcare,KXGOVERNORMENTION,abigail spanberger,medicaid / snap,1,0.275,0,,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
healthcare,KXMADDOWMENTION,rachel maddow,healthcare,0,,1,0.225,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
healthcare,KXTRUMPMENTION,donald trump,healthcare,0,,4,0.3825,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
healthcare,KXVANCEMENTION,jd vance,healthcare,1,0.69,2,0.48250000000000004,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
housing,KXEARNINGSMENTIONNVDA,nvidia corporation,rent,1,0.225,0,,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
housing,KXEARNINGSMENTIONTOL,toll brothers inc.,mortgage,0,,1,0.935,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
immigration,KXDEBATEMENTION,any participating candidate,ice,0,,1,0.5549999999999999,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
immigration,KXEARNINGSMENTIONPLTR,palantir technologies inc.,ice / immigration and customs enforcement,0,,1,0.20500000000000002,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
immigration,KXFOXNEWSMENTION,markwayne mullin,deport / deported / deportation,0,,1,0.005,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
immigration,KXFOXNEWSMENTION,markwayne mullin,immigrant / immigration,0,,1,0.005,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
immigration,KXGOVERNORMENTION,abigail spanberger,ice / border,1,0.195,0,,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
immigration,KXMADDOWMENTION,rachel maddow,ice,0,,1,0.75,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
immigration,KXTRUMPMENTION,donald trump,deport / deported / deportation,0,,1,0.435,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
immigration,KXTRUMPMENTION,donald trump,ice,1,0.28,3,0.5783333333333334,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
immigration,KXTRUMPMENTION,donald trump,immigration / immigration,1,0.995,0,,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
immigration,KXVANCEMENTION,jd vance,border,1,0.895,2,0.8025,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
jobs_growth,KXEARNINGSMENTIONAMZN,amazon.com inc.,layoff / job cuts,0,,1,0.095,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
jobs_growth,KXEARNINGSMENTIONMELI,mercadolibre inc.,payroll loan,0,,1,0.315,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
jobs_growth,KXEARNINGSMENTIONMSFT,microsoft corporation,layoff / job cuts,0,,1,0.14500000000000002,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
jobs_growth,KXEARNINGSMENTIONPLTR,palantir technologies inc.,commercial growth,0,,1,0.245,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
jobs_growth,KXFEDMENTION,kevin warsh,layoff,0,,1,0.275,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
jobs_growth,KXFEDMENTION,kevin warsh,productivity,0,,1,0.815,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
jobs_growth,KXFEDMENTION,kevin warsh,recession,0,,1,0.155,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
taxes_fiscal,KXEARNINGSMENTIONHD,home depot,shutdown,0,,1,0.025,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
taxes_fiscal,KXEARNINGSMENTIONINTU,intuit inc.,pro tax,1,0.87,0,,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
taxes_fiscal,KXEARNINGSMENTIONVST,vistra corp.,production tax credit / ptc,0,,1,0.755,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
taxes_fiscal,KXEARNINGSMENTIONYOU,clear secure inc.,shutdown / shut down,0,,1,0.435,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
taxes_fiscal,KXFEDMENTION,kevin warsh,shutdown / shut down,0,,1,0.155,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
taxes_fiscal,KXFEDMENTION,kevin warsh,tax,0,,1,0.235,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
taxes_fiscal,KXMAMDANIMENTION,zohran mamdani,budget / deficit,0,,2,0.23249999999999998,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
taxes_fiscal,KXMAMDANIMENTION,zohran mamdani,tax,0,,2,0.365,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
taxes_fiscal,KXVANCEMENTION,jd vance,tax on tips / tax on overtime,1,0.815,2,0.575,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONAAOI,applied optoelectronics inc.,tariff,0,,1,0.775,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONAAP,advance auto parts inc.,tariff,0,,1,0.585,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONAAPL,apple inc.,tariff,0,,1,0.955,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONAC,air canada,tariff,0,,1,0.175,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONAMD,advanced micro devices inc.,export restriction / export control,0,,1,0.315,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONAMZN,amazon.com inc.,tariff,0,,1,0.955,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONAS,amer sports inc.,tariff,0,,1,0.935,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONBA,the boeing company,tariff,0,,1,0.47500000000000003,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONCAVA,cava group inc.,tariff,0,,1,0.245,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONCELH,celsius holdings inc.,tariff,0,,1,0.185,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONCIEN,ciena,tariff,1,0.325,0,,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONCMG,chipotle mexican grill inc.,tariff,0,,1,0.305,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONCRWV,coreweave inc.,tariff,0,,1,0.16,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONCVNA,carvana co.,tariff,0,,1,0.485,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONDE,deere company,tariff,0,,1,0.975,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONF,ford motor company,tariff,0,,1,0.785,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONHD,home depot,tariff,0,,1,0.89,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONHIMS,hims hers health inc.,tariff,0,,1,0.195,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONHPE,hewlett packard enterprise,tariff,1,0.305,0,,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONLLY,eli lilly and company,tariff,0,,1,0.265,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONLULU,lululemon,tariff,1,0.965,0,,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONLYFT,lyft inc.,tariff,0,,1,0.10500000000000001,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONMCD,mcdonalds corporation,tariff,0,,1,0.255,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONMDT,medtronic,tariff,1,0.935,0,,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONNVDA,nvidia corporation,tariff,1,0.14,0,,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONPANW,palo alto networks,tariff,1,0.125,0,,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONPATH,uipath,tariff,1,0.045,0,,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONRACE,ferrari n.v.,tariff,0,,1,0.665,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONSBUX,starbucks corporation,tariff,0,,1,0.915,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONSHOP,shopify inc.,tariff,0,,1,0.33,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONSNAP,snap inc.,tariff,0,,1,0.08499999999999999,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONTGT,target corporation,tariff,0,,1,0.785,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONTLN,talen energy corporation,tariff,0,,1,0.155,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONTOL,toll brothers inc.,tariff,0,,1,0.535,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONTOST,toast inc.,tariff,0,,1,0.855,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONULTA,ulta beauty inc.,tariff,1,0.365,0,,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONURBN,urban outfitters inc.,tariff,1,0.955,0,,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONWEN,the wendys company,tariff,0,,1,0.165,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXEARNINGSMENTIONWMT,walmart inc.,tariff,0,,1,0.945,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXFOXNEWSMENTION,joe manchin,tariff,0,,1,0.16,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXFOXNEWSMENTION,marco rubio,tariff,0,,1,0.255,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXGOVERNORMENTION,abigail spanberger,tariff,1,0.19,0,,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXHEARINGMENTION,any participating witness,tariff,0,,1,0.32499999999999996,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXTRUMPMENTION,donald trump,tariff,1,0.005,5,0.515,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXTRUMPMENTIONB,donald trump,tariff,1,0.755,1,0.22999999999999998,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
trade_tariffs,KXVANCEMENTION,jd vance,tariff,1,0.815,2,0.655,False,,expected_language_at_fixed_retrospective_lead_not_observed_salience
