issue_id,channel,week_start_utc,observed_days,newly_listed_events,volume_observed_contracts,last_observed_day,oi_at_last_observed_day,interpretation
immigration,mention,2026-08-24,7,9,29471.02,2026-08-30,5516.02,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
immigration,mention,2026-08-31,7,3,23720.52,2026-09-06,2783.09,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
immigration,mention,2026-09-07,1,0,41.57,2026-09-07,2794.57,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
immigration,policy,2026-07-06,5,1,2327.48,2026-07-12,68792.84,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
immigration,policy,2026-07-13,7,0,7881.38,2026-07-19,87765.73999999999,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
immigration,policy,2026-07-20,7,0,17094.66,2026-07-26,81638.21,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
immigration,policy,2026-07-27,7,0,16562.9,2026-08-02,97479.14,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
immigration,policy,2026-08-03,7,0,6961.27,2026-08-09,73249.34,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
immigration,policy,2026-08-10,7,0,3944.91,2026-08-16,77289.12,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
immigration,policy,2026-08-17,7,0,15005.85,2026-08-23,113404.08,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
immigration,policy,2026-08-24,7,2,31490.29,2026-08-30,121127.39,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
immigration,policy,2026-08-31,7,0,11210.23,2026-09-06,110938.2,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
immigration,policy,2026-09-07,1,0,1997.79,2026-09-07,86968.9,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,macro,2026-07-06,5,1,104142.73,2026-07-12,1137691.6400000001,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,macro,2026-07-13,7,1,158984.06,2026-07-19,1238406.9,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,macro,2026-07-20,7,1,160454.71,2026-07-26,1373538.2,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,macro,2026-07-27,7,5,592742.23,2026-08-02,1579709.18,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,macro,2026-08-03,7,4,1268762.82,2026-08-09,1551260.94,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,macro,2026-08-10,7,1,333115.17,2026-08-16,1582504.01,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,macro,2026-08-17,7,1,476282.79000000004,2026-08-23,1818747.6500000001,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,macro,2026-08-24,7,2,203261.76,2026-08-30,1844761.03,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,macro,2026-08-31,7,5,706222.02,2026-09-06,1537135.4,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,macro,2026-09-07,1,0,13406.89,2026-09-07,1344041.47,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,mention,2026-07-06,5,1,7333.44,2026-07-12,2629.1800000000003,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,mention,2026-07-13,7,2,28863.38,2026-07-19,1599.93,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,mention,2026-07-20,7,4,11586.25,2026-07-26,10428.91,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,mention,2026-07-27,7,1,73260.6,2026-08-02,11560.69,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,mention,2026-08-03,7,0,20050.18,2026-08-09,3799.42,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,mention,2026-08-10,7,0,473.45,2026-08-16,4270.44,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,mention,2026-08-17,7,0,1459.4,2026-08-23,4246.79,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,mention,2026-08-24,7,0,1781.79,2026-08-30,2560.7299999999996,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,mention,2026-08-31,7,0,4478.740000000001,2026-09-06,9099.19,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,mention,2026-09-07,1,0,1339.97,2026-09-07,10282.47,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,policy,2026-07-06,3,0,10.0,2026-07-11,3967.06,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,policy,2026-07-13,5,0,311.89,2026-07-17,3977.06,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,policy,2026-07-20,7,0,2602.14,2026-07-26,4886.53,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,policy,2026-07-27,7,0,5740.38,2026-08-02,9521.25,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,policy,2026-08-03,7,1,8191.31,2026-08-09,13264.59,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,policy,2026-08-10,7,0,441.06,2026-08-16,13272.74,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,policy,2026-08-17,7,0,314.81,2026-08-23,13272.74,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,policy,2026-08-24,7,0,1006.53,2026-08-30,13694.78,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,policy,2026-08-31,7,0,1518.8999999999999,2026-09-06,14193.650000000001,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
jobs_growth,policy,2026-09-07,1,1,4508.21,2026-09-07,17268.9,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,macro,2026-07-06,5,0,422.65,2026-07-12,822.4,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,macro,2026-07-13,7,0,848.91,2026-07-19,20372.72,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,macro,2026-07-20,7,0,61.269999999999996,2026-07-26,22034.9,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,macro,2026-07-27,7,0,94.72,2026-08-02,21798.98,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,macro,2026-08-03,7,0,47.4,2026-08-09,22048.69,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,macro,2026-08-10,7,0,4610.66,2026-08-16,24203.0,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,macro,2026-08-17,7,0,2763.79,2026-08-23,24318.53,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,macro,2026-08-24,7,2,3537.52,2026-08-30,23087.13,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,macro,2026-08-31,7,0,103.11,2026-09-06,25502.4,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,macro,2026-09-07,1,0,0.0,2026-09-07,3224.91,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,mention,2026-07-06,5,1,5110.259999999999,2026-07-12,0.0,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,mention,2026-07-13,7,5,22963.87,2026-07-19,2548.23,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,mention,2026-07-20,7,5,12719.61,2026-07-26,5021.22,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,mention,2026-07-27,7,3,19408.29,2026-08-02,738.27,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,mention,2026-08-03,7,6,31844.480000000003,2026-08-09,328.28999999999996,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,mention,2026-08-10,7,1,4332.19,2026-08-16,439.27000000000004,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,mention,2026-08-17,7,3,42748.39,2026-08-23,2663.68,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,mention,2026-08-24,7,4,58194.28999999999,2026-08-30,714.5,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,mention,2026-08-31,7,0,8408.65,2026-09-06,713.0600000000001,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,mention,2026-09-07,1,0,33.15,2026-09-07,745.0600000000001,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,policy,2026-07-06,5,1,27702.32,2026-07-12,438588.75,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,policy,2026-07-13,7,1,110586.64,2026-07-19,528086.84,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,policy,2026-07-20,7,1,67341.91,2026-07-26,560507.96,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,policy,2026-07-27,7,2,49172.200000000004,2026-08-02,500697.12,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,policy,2026-08-03,7,3,49274.8,2026-08-09,533697.5599999999,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,policy,2026-08-10,7,1,26854.71,2026-08-16,550656.97,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,policy,2026-08-17,7,7,20435.98,2026-08-23,563810.1799999999,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,policy,2026-08-24,7,1,109450.49,2026-08-30,658929.94,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,policy,2026-08-31,7,2,90932.37,2026-09-06,573465.46,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
taxes_fiscal,policy,2026-09-07,1,1,10950.970000000001,2026-09-07,593285.61,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,macro,2026-07-06,5,0,188.65,2026-07-12,822.4,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,macro,2026-07-13,7,0,673.09,2026-07-19,814.4,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,macro,2026-07-20,7,0,34.45,2026-07-26,2503.4,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,macro,2026-07-27,7,0,94.72,2026-08-02,2267.48,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,macro,2026-08-03,7,0,6.4,2026-08-09,2517.19,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,macro,2026-08-10,7,0,1910.51,2026-08-16,4295.83,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,macro,2026-08-17,7,0,1.0,2026-08-23,3230.83,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,macro,2026-08-24,7,2,22.13,2026-08-30,900.0,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,macro,2026-08-31,7,0,8.08,2026-09-06,3224.91,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,macro,2026-09-07,1,0,0.0,2026-09-07,3224.91,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,mention,2026-07-06,5,5,48761.159999999996,2026-07-12,8768.48,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,mention,2026-07-13,7,13,107766.6,2026-07-19,5299.57,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,mention,2026-07-20,7,34,164054.78,2026-07-26,14240.4,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,mention,2026-07-27,7,15,241042.5,2026-08-02,20211.04,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,mention,2026-08-03,7,11,159905.76,2026-08-09,22967.68,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,mention,2026-08-10,7,7,58143.87,2026-08-16,17436.99,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,mention,2026-08-17,7,4,73518.68000000001,2026-08-23,12833.67,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,mention,2026-08-24,7,21,80022.31,2026-08-30,9434.32,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,mention,2026-08-31,7,6,71584.81,2026-09-06,10920.13,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,mention,2026-09-07,1,0,13506.47,2026-09-07,23721.49,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,policy,2026-07-06,5,0,65230.33,2026-07-12,891882.13,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,policy,2026-07-13,7,0,227451.04,2026-07-19,1025559.88,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,policy,2026-07-20,7,8,117271.09,2026-07-26,1066870.93,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,policy,2026-07-27,7,5,219593.15,2026-08-02,483787.16,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,policy,2026-08-03,7,0,52265.18,2026-08-09,490172.36,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,policy,2026-08-10,7,2,34719.5,2026-08-16,490687.48,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,policy,2026-08-17,7,1,54749.06,2026-08-23,500513.41,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,policy,2026-08-24,7,3,34527.38,2026-08-30,509844.14,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,policy,2026-08-31,7,0,19434.14,2026-09-06,506587.64999999997,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
trade_tariffs,policy,2026-09-07,1,0,1479.8,2026-09-07,499388.97,OI_stock_not_summed_across_days; partial_weeks_and_changing_coverage
