issue_id,channel,series_ticker,event_ticker,event_creation_day,observed_contract_days,coverage_fraction,volume_per_observed_contract_day,total_volume,issue_label
fed_rates,macro,KXFEDFUNDSYEAR,KXFEDFUNDSYEAR-29JAN01,2026-07-29T00:00:00Z,42,1.0,17.404761904761905,731.0,Fed and interest rates
affordability_inflation,mention,KXFEDMENTION,KXFEDMENTION-26SEP,2026-07-30T00:00:00Z,2,1.0,12.45,24.9,Affordability and inflation
ai_jobs_regulation,mention,KXFEDMENTION,KXFEDMENTION-26SEP,2026-07-30T00:00:00Z,2,1.0,0.0,0.0,"AI, jobs and regulation"
energy_iran,mention,KXFEDMENTION,KXFEDMENTION-26SEP,2026-07-30T00:00:00Z,6,1.0,0.6766666666666666,4.06,Energy and Iran
jobs_growth,mention,KXFEDMENTION,KXFEDMENTION-26SEP,2026-07-30T00:00:00Z,6,1.0,0.0,0.0,Jobs and growth
taxes_fiscal,mention,KXFEDMENTION,KXFEDMENTION-26SEP,2026-07-30T00:00:00Z,4,1.0,10.8425,43.37,Taxes and fiscal policy
taxes_fiscal,policy,KXFILMTAXCREDIT,KXFILMTAXCREDIT-26SEP,2026-09-02T00:00:00Z,2,1.0,1537.455,3074.91,Taxes and fiscal policy
fed_rates,macro,KXFOMCDISSENTCOUNT,KXFOMCDISSENTCOUNT-26SEP,2026-07-29T00:00:00Z,10,1.0,1343.39,13433.900000000001,Fed and interest rates
electoral_context,election,KXFOURSTATESEN,KXFOURSTATESEN-26NOV03,2026-08-03T00:00:00Z,32,1.0,147.750625,4728.02,Election outcomes and control
ai_jobs_regulation,mention,KXFOXNEWSMENTION,KXFOXNEWSMENTION-26AUG01,2026-07-30T00:00:00Z,2,1.0,1878.39,3756.78,"AI, jobs and regulation"
energy_iran,mention,KXFOXNEWSMENTION,KXFOXNEWSMENTION-26AUG01,2026-07-30T00:00:00Z,4,1.0,3451.59,13806.36,Energy and Iran
trade_tariffs,mention,KXFOXNEWSMENTION,KXFOXNEWSMENTION-26AUG01,2026-07-30T00:00:00Z,2,1.0,4110.495,8220.99,Trade and tariffs
energy_iran,mention,KXFOXNEWSMENTION,KXFOXNEWSMENTION-26AUG08,2026-08-07T00:00:00Z,4,1.0,3673.6625000000004,14694.650000000001,Energy and Iran
immigration,mention,KXFOXNEWSMENTION,KXFOXNEWSMENTION-26AUG08,2026-08-07T00:00:00Z,4,1.0,11445.02,45780.08,Immigration
affordability_inflation,mention,KXFOXNEWSMENTION,KXFOXNEWSMENTION-26AUG23,2026-08-21T00:00:00Z,2,1.0,620.65,1241.3,Affordability and inflation
ai_jobs_regulation,mention,KXFOXNEWSMENTION,KXFOXNEWSMENTION-26AUG23,2026-08-21T00:00:00Z,2,1.0,887.365,1774.73,"AI, jobs and regulation"
energy_iran,mention,KXFOXNEWSMENTION,KXFOXNEWSMENTION-26AUG23,2026-08-21T00:00:00Z,4,1.0,757.3800000000001,3029.5200000000004,Energy and Iran
trade_tariffs,mention,KXFOXNEWSMENTION,KXFOXNEWSMENTION-26AUG23,2026-08-21T00:00:00Z,2,1.0,639.71,1279.42,Trade and tariffs
ai_jobs_regulation,mention,KXFOXNEWSMENTION,KXFOXNEWSMENTION-26JUL11,2026-07-10T00:00:00Z,2,1.0,13954.550000000001,27909.100000000002,"AI, jobs and regulation"
healthcare,mention,KXFOXNEWSMENTION,KXFOXNEWSMENTION-26JUL11,2026-07-10T00:00:00Z,2,1.0,1618.1699999999998,3236.3399999999997,Health care
immigration,mention,KXFOXNEWSMENTION,KXFOXNEWSMENTION-26JUL11,2026-07-10T00:00:00Z,2,1.0,1026.565,2053.13,Immigration
ai_jobs_regulation,policy,KXFTCAIBOOKS,KXFTCAIBOOKS-26AUG,2026-08-24T00:00:00Z,2,1.0,100.0,200.0,"AI, jobs and regulation"
jobs_growth,macro,KXGDP,KXGDP-27APR29,2026-07-28T00:00:00Z,18,1.0,144.11166666666668,2594.01,Jobs and growth
jobs_growth,macro,KXGDP,KXGDP-27JAN28,2026-07-28T00:00:00Z,18,1.0,78.71,1416.78,Jobs and growth
jobs_growth,macro,KXGDP,KXGDP-27JUL29,2026-07-28T00:00:00Z,18,1.0,118.21166666666666,2127.81,Jobs and growth
trade_tariffs,policy,KXGENERICTARIFF,KXGENERICTARIFF-26JUL,2026-07-28T00:00:00Z,2,1.0,1099.72,2199.44,Trade and tariffs
affordability_inflation,mention,KXGOVERNORMENTION,KXGOVERNORMENTION-26AUG28,2026-08-27T00:00:00Z,2,1.0,307.07500000000005,614.1500000000001,Affordability and inflation
energy_iran,mention,KXGOVERNORMENTION,KXGOVERNORMENTION-26AUG28,2026-08-27T00:00:00Z,2,1.0,130.9,261.8,Energy and Iran
healthcare,mention,KXGOVERNORMENTION,KXGOVERNORMENTION-26AUG28,2026-08-27T00:00:00Z,4,1.0,906.3199999999999,3625.2799999999997,Health care
immigration,mention,KXGOVERNORMENTION,KXGOVERNORMENTION-26AUG28,2026-08-27T00:00:00Z,2,1.0,549.29,1098.58,Immigration
trade_tariffs,mention,KXGOVERNORMENTION,KXGOVERNORMENTION-26AUG28,2026-08-27T00:00:00Z,2,1.0,75.45,150.9,Trade and tariffs
taxes_fiscal,policy,KXGOVTFULLFUND,KXGOVTFULLFUND-26AUG,2026-08-03T00:00:00Z,14,1.0,65.00214285714286,910.03,Taxes and fiscal policy
taxes_fiscal,policy,KXHARVARDFEDREV,KXHARVARDFEDREV-26JUN30,2026-08-24T00:00:00Z,18,1.0,151.36722222222224,2724.61,Taxes and fiscal policy
affordability_inflation,mention,KXHEARINGMENTION,KXHEARINGMENTION-26AUG04,2026-07-30T00:00:00Z,2,1.0,96.455,192.91,Affordability and inflation
electricity_datacenters,mention,KXHEARINGMENTION,KXHEARINGMENTION-26AUG04,2026-07-30T00:00:00Z,2,1.0,29.0,58.0,Electricity and data centers
ai_jobs_regulation,mention,KXHEARINGMENTION,KXHEARINGMENTION-26JUL14,2026-07-08T00:00:00Z,2,1.0,4.445,8.89,"AI, jobs and regulation"
trade_tariffs,mention,KXHEARINGMENTION,KXHEARINGMENTION-26JUL14,2026-07-08T00:00:00Z,2,1.0,0.0,0.0,Trade and tariffs
ai_jobs_regulation,mention,KXHEARINGMENTION,KXHEARINGMENTION-26JUL15,2026-07-13T00:00:00Z,2,1.0,603.5450000000001,1207.0900000000001,"AI, jobs and regulation"
electricity_datacenters,mention,KXHEARINGMENTION,KXHEARINGMENTION-26JUL15,2026-07-13T00:00:00Z,2,1.0,1447.235,2894.47,Electricity and data centers
energy_iran,mention,KXHEARINGMENTION,KXHEARINGMENTION-26JUL15,2026-07-13T00:00:00Z,2,1.0,603.5649999999999,1207.1299999999999,Energy and Iran
immigration,mention,KXHEARINGMENTION,KXHEARINGMENTION-26JUL15,2026-07-13T00:00:00Z,2,1.0,328.195,656.39,Immigration
trade_tariffs,mention,KXHEARINGMENTION,KXHEARINGMENTION-26JUL15,2026-07-13T00:00:00Z,2,1.0,931.12,1862.24,Trade and tariffs
ai_jobs_regulation,mention,KXHEARINGMENTION,KXHEARINGMENTION-26JUL15B,2026-07-13T00:00:00Z,2,1.0,707.735,1415.47,"AI, jobs and regulation"
ai_jobs_regulation,mention,KXHEARINGMENTION,KXHEARINGMENTION-26JUL22,2026-07-20T00:00:00Z,4,1.0,2952.57,11810.28,"AI, jobs and regulation"
trade_tariffs,mention,KXHEARINGMENTION,KXHEARINGMENTION-26JUL22,2026-07-20T00:00:00Z,2,1.0,916.9650000000001,1833.9300000000003,Trade and tariffs
affordability_inflation,mention,KXHEARINGMENTION,KXHEARINGMENTION-26JUL24,2026-07-20T00:00:00Z,2,1.0,0.0,0.0,Affordability and inflation
ai_jobs_regulation,mention,KXHEARINGMENTION,KXHEARINGMENTION-26JUL24,2026-07-20T00:00:00Z,6,1.0,67.75333333333333,406.52,"AI, jobs and regulation"
electricity_datacenters,mention,KXHEARINGMENTION,KXHEARINGMENTION-26JUL24,2026-07-20T00:00:00Z,2,1.0,412.41999999999996,824.8399999999999,Electricity and data centers
healthcare,mention,KXHEARINGMENTION,KXHEARINGMENTION-26JUL24,2026-07-20T00:00:00Z,2,1.0,150.37,300.74,Health care
healthcare,policy,KXHHSYOUTHCARE,KXHHSYOUTHCARE-26OCT20,2026-09-04T00:00:00Z,2,1.0,980.34,1960.68,Health care
energy_iran,policy,KXHORMUZAVG,KXHORMUZAVG-27JAN01,2026-07-08T00:00:00Z,14,1.0,1543.6357142857141,21610.899999999998,Energy and Iran
energy_iran,policy,KXHORMUZMAX,KXHORMUZMAX-26AUG02,2026-07-24T00:00:00Z,14,1.0,2.515,35.21,Energy and Iran
energy_iran,policy,KXHORMUZMAX,KXHORMUZMAX-26AUG09,2026-07-31T00:00:00Z,14,1.0,1.5714285714285714,22.0,Energy and Iran
energy_iran,policy,KXHORMUZMAX,KXHORMUZMAX-26AUG23,2026-08-14T00:00:00Z,14,1.0,0.375,5.25,Energy and Iran
energy_iran,policy,KXHORMUZMAX,KXHORMUZMAX-26AUG30,2026-08-21T00:00:00Z,14,1.0,0.0,0.0,Energy and Iran
energy_iran,policy,KXHORMUZMAX,KXHORMUZMAX-26JUL19,2026-07-09T00:00:00Z,14,1.0,15.47642857142857,216.67,Energy and Iran
energy_iran,policy,KXHORMUZMAX,KXHORMUZMAX-26JUL26,2026-07-17T00:00:00Z,14,1.0,27.619999999999997,386.67999999999995,Energy and Iran
energy_iran,policy,KXHORMUZMAX,KXHORMUZMAX-26SEP13,2026-09-04T00:00:00Z,14,1.0,0.0,0.0,Energy and Iran
energy_iran,policy,KXHORMUZPEAK,KXHORMUZPEAK-26AUG02,2026-07-24T00:00:00Z,12,1.0,166.58416666666668,1999.01,Energy and Iran
energy_iran,policy,KXHORMUZPEAK,KXHORMUZPEAK-26AUG09,2026-07-31T00:00:00Z,12,1.0,118.355,1420.26,Energy and Iran
energy_iran,policy,KXHORMUZPEAK,KXHORMUZPEAK-26AUG16,2026-08-07T00:00:00Z,12,1.0,80.5,966.0,Energy and Iran
energy_iran,policy,KXHORMUZPEAK,KXHORMUZPEAK-26AUG30,2026-08-21T00:00:00Z,12,1.0,911.4733333333334,10937.68,Energy and Iran
energy_iran,policy,KXHORMUZPEAK,KXHORMUZPEAK-26JUL19,2026-07-13T00:00:00Z,10,1.0,1676.5729999999999,16765.73,Energy and Iran
energy_iran,policy,KXHORMUZPEAK,KXHORMUZPEAK-26JUL26,2026-07-17T00:00:00Z,12,1.0,246.11249999999998,2953.35,Energy and Iran
energy_iran,policy,KXHORMUZPEAK,KXHORMUZPEAK-26SEP06,2026-08-28T00:00:00Z,12,1.0,35.333333333333336,424.0,Energy and Iran
energy_iran,policy,KXHORMUZPEAK,KXHORMUZPEAK-26SEP13,2026-09-04T00:00:00Z,12,1.0,179.51583333333335,2154.19,Energy and Iran
energy_iran,policy,KXHORMUZRENAME,KXHORMUZRENAME-26SEP,2026-09-02T00:00:00Z,4,1.0,3726.6675,14906.67,Energy and Iran
energy_iran,policy,KXHORMUZWEEKLY,KXHORMUZWEEKLY-26AUG02,2026-07-24T00:00:00Z,24,1.0,257.6741666666667,6184.18,Energy and Iran
energy_iran,policy,KXHORMUZWEEKLY,KXHORMUZWEEKLY-26AUG09,2026-07-31T00:00:00Z,28,1.0,70.61071428571428,1977.1,Energy and Iran
energy_iran,policy,KXHORMUZWEEKLY,KXHORMUZWEEKLY-26AUG16,2026-08-07T00:00:00Z,24,1.0,176.48958333333334,4235.75,Energy and Iran
energy_iran,policy,KXHORMUZWEEKLY,KXHORMUZWEEKLY-26AUG23,2026-08-14T00:00:00Z,22,1.0,419.3781818181818,9226.32,Energy and Iran
energy_iran,policy,KXHORMUZWEEKLY,KXHORMUZWEEKLY-26AUG30,2026-08-21T00:00:00Z,22,1.0,237.3440909090909,5221.57,Energy and Iran
energy_iran,policy,KXHORMUZWEEKLY,KXHORMUZWEEKLY-26JUL19,2026-07-09T00:00:00Z,18,1.0,304.5611111111112,5482.100000000001,Energy and Iran
energy_iran,policy,KXHORMUZWEEKLY,KXHORMUZWEEKLY-26JUL26,2026-07-17T00:00:00Z,20,1.0,372.609,7452.179999999999,Energy and Iran
energy_iran,policy,KXHORMUZWEEKLY,KXHORMUZWEEKLY-26SEP06,2026-08-28T00:00:00Z,22,1.0,141.97681818181817,3123.49,Energy and Iran
energy_iran,policy,KXHORMUZWEEKLY,KXHORMUZWEEKLY-26SEP13,2026-09-04T00:00:00Z,22,1.0,51.39681818181817,1130.7299999999998,Energy and Iran
electoral_context,election,KXHOUSEWINSTATE,KXHOUSEWINSTATE-AZD,2026-08-19T00:00:00Z,12,1.0,930.0,11160.0,Election outcomes and control
electoral_context,election,KXHOUSEWINSTATE,KXHOUSEWINSTATE-GAD,2026-08-19T00:00:00Z,10,1.0,167.5,1675.0,Election outcomes and control
electoral_context,election,KXHOUSEWINSTATE,KXHOUSEWINSTATE-ILD,2026-08-19T00:00:00Z,10,1.0,5.62,56.2,Election outcomes and control
electoral_context,election,KXHOUSEWINSTATE,KXHOUSEWINSTATE-MID,2026-08-19T00:00:00Z,14,1.0,2602.1421428571425,36429.99,Election outcomes and control
electoral_context,election,KXHOUSEWINSTATE,KXHOUSEWINSTATE-NCD,2026-08-19T00:00:00Z,14,1.0,241.43,3380.02,Election outcomes and control
electoral_context,election,KXHOUSEWINSTATE,KXHOUSEWINSTATE-NYD,2026-08-19T00:00:00Z,20,1.0,0.0,0.0,Election outcomes and control
electoral_context,election,KXHOUSEWINSTATE,KXHOUSEWINSTATE-OHD,2026-08-19T00:00:00Z,14,1.0,139.96214285714285,1959.47,Election outcomes and control
electoral_context,election,KXHOUSEWINSTATE,KXHOUSEWINSTATE-PAD,2026-08-19T00:00:00Z,16,1.0,1571.5543750000002,25144.870000000003,Election outcomes and control
immigration,policy,KXICENICE,KXICENICE-26JUL,2026-07-09T00:00:00Z,2,1.0,6.0,12.0,Immigration
jobs_growth,macro,KXJOBLESSCLAIMS,KXJOBLESSCLAIMS-26AUG13,2026-08-06T00:00:00Z,22,1.0,139.17363636363638,3061.82,Jobs and growth
jobs_growth,macro,KXJOBLESSCLAIMS,KXJOBLESSCLAIMS-26AUG20,2026-08-13T00:00:00Z,22,1.0,743.0727272727272,16347.599999999999,Jobs and growth
jobs_growth,macro,KXJOBLESSCLAIMS,KXJOBLESSCLAIMS-26AUG27,2026-08-20T00:00:00Z,21,0.9545454545454546,162.74666666666667,3417.6800000000003,Jobs and growth
jobs_growth,macro,KXJOBLESSCLAIMS,KXJOBLESSCLAIMS-26JUL16,2026-07-09T00:00:00Z,17,0.85,11.702352941176471,198.94,Jobs and growth
jobs_growth,macro,KXJOBLESSCLAIMS,KXJOBLESSCLAIMS-26JUL23,2026-07-16T00:00:00Z,17,0.9444444444444444,77.03352941176472,1309.5700000000002,Jobs and growth
jobs_growth,macro,KXJOBLESSCLAIMS,KXJOBLESSCLAIMS-26JUL30,2026-07-23T00:00:00Z,18,1.0,96.75944444444444,1741.6699999999998,Jobs and growth
jobs_growth,macro,KXJOBLESSCLAIMS,KXJOBLESSCLAIMS-26SEP03,2026-08-27T00:00:00Z,20,0.9090909090909091,54.531499999999994,1090.6299999999999,Jobs and growth
jobs_growth,macro,KXJOBLESSCLAIMS,KXJOBLESSCLAIMS-26SEP10,2026-09-03T00:00:00Z,21,0.9545454545454546,125.80809523809525,2641.9700000000003,Jobs and growth
jobs_growth,macro,KXJOLTSOPEN,KXJOLTSOPEN-26SEP01,2026-08-24T00:00:00Z,14,1.0,0.0,0.0,Jobs and growth
jobs_growth,macro,KXJOLTSOPEN,KXJOLTSOPEN-26SEP29,2026-09-01T00:00:00Z,14,1.0,0.0,0.0,Jobs and growth
energy_iran,policy,KXLEAVEOPEC,KXLEAVEOPEC-28JAN01,2026-09-03T00:00:00Z,6,1.0,0.0,0.0,Energy and Iran
affordability_inflation,policy,KXLOCALLAW,KXLOCALLAW-ALSNAP-27JUL01,2026-08-17T00:00:00Z,2,1.0,0.0,0.0,Affordability and inflation
taxes_fiscal,policy,KXLOCALLAW,KXLOCALLAW-ALSNAP-27JUL01,2026-08-17T00:00:00Z,2,1.0,0.0,0.0,Taxes and fiscal policy
ai_jobs_regulation,policy,KXLOCALLAW,KXLOCALLAW-COSB26189-27FEB01,2026-08-17T00:00:00Z,2,1.0,0.0,0.0,"AI, jobs and regulation"
taxes_fiscal,policy,KXLOCALLAW,KXLOCALLAW-DELCCH5-27SEP01,2026-08-17T00:00:00Z,2,1.0,0.0,0.0,Taxes and fiscal policy
electricity_datacenters,policy,KXLOCALLAW,KXLOCALLAW-ILPOWER-27MAY01,2026-08-17T00:00:00Z,2,1.0,0.0,0.0,Electricity and data centers
electricity_datacenters,policy,KXLOCALLAW,KXLOCALLAW-MEDATA-28JAN01,2026-08-17T00:00:00Z,2,1.0,1557.675,3115.35,Electricity and data centers
taxes_fiscal,policy,KXLOCALLAW,KXLOCALLAW-NE250-27OCT01,2026-08-17T00:00:00Z,2,1.0,0.0,0.0,Taxes and fiscal policy
taxes_fiscal,policy,KXLOCALLAW,KXLOCALLAW-TBBROADWAY-27JUN01,2026-08-17T00:00:00Z,2,1.0,0.0,0.0,Taxes and fiscal policy
electricity_datacenters,policy,KXLOCALLAW,KXLOCALLAW-TNAIWATER-27AUG01,2026-08-17T00:00:00Z,2,1.0,0.0,0.0,Electricity and data centers
electricity_datacenters,policy,KXLOCALLAW,KXLOCALLAW-VADATA-27AUG01,2026-08-17T00:00:00Z,2,1.0,0.0,0.0,Electricity and data centers
ai_jobs_regulation,mention,KXMADDOWMENTION,KXMADDOWMENTION-26JUL09,2026-07-08T00:00:00Z,2,1.0,4168.485000000001,8336.970000000001,"AI, jobs and regulation"
electricity_datacenters,mention,KXMADDOWMENTION,KXMADDOWMENTION-26JUL09,2026-07-08T00:00:00Z,2,1.0,10526.119999999999,21052.239999999998,Electricity and data centers
jobs_growth,mention,KXMADDOWMENTION,KXMADDOWMENTION-26JUL09,2026-07-08T00:00:00Z,2,1.0,2552.2650000000003,5104.530000000001,Jobs and growth
affordability_inflation,mention,KXMADDOWMENTION,KXMADDOWMENTION-26JUL20,2026-07-20T00:00:00Z,2,1.0,111.83999999999999,223.67999999999998,Affordability and inflation
ai_jobs_regulation,mention,KXMADDOWMENTION,KXMADDOWMENTION-26JUL20,2026-07-20T00:00:00Z,2,1.0,584.04,1168.08,"AI, jobs and regulation"
energy_iran,mention,KXMADDOWMENTION,KXMADDOWMENTION-26JUL20,2026-07-20T00:00:00Z,4,1.0,1528.4825,6113.93,Energy and Iran
healthcare,mention,KXMADDOWMENTION,KXMADDOWMENTION-26JUL20,2026-07-20T00:00:00Z,2,1.0,582.8549999999999,1165.7099999999998,Health care
immigration,mention,KXMADDOWMENTION,KXMADDOWMENTION-26JUL20,2026-07-20T00:00:00Z,2,1.0,2464.895,4929.79,Immigration
affordability_inflation,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26AUG08,2026-08-07T00:00:00Z,4,1.0,1491.41,5965.64,Affordability and inflation
ai_jobs_regulation,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26AUG08,2026-08-07T00:00:00Z,2,1.0,22.38,44.76,"AI, jobs and regulation"
taxes_fiscal,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26AUG08,2026-08-07T00:00:00Z,2,1.0,198.845,397.69,Taxes and fiscal policy
affordability_inflation,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26AUG11,2026-08-10T00:00:00Z,4,1.0,4420.1925,17680.77,Affordability and inflation
ai_jobs_regulation,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26AUG11,2026-08-10T00:00:00Z,2,1.0,207.625,415.25,"AI, jobs and regulation"
taxes_fiscal,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26AUG11,2026-08-10T00:00:00Z,2,1.0,1071.74,2143.48,Taxes and fiscal policy
affordability_inflation,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26AUG14,2026-08-14T00:00:00Z,4,1.0,307.5625,1230.25,Affordability and inflation
ai_jobs_regulation,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26AUG14,2026-08-14T00:00:00Z,2,1.0,92.86,185.72,"AI, jobs and regulation"
affordability_inflation,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26AUG29,2026-08-28T00:00:00Z,4,1.0,738.315,2953.26,Affordability and inflation
ai_jobs_regulation,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26AUG29,2026-08-28T00:00:00Z,2,1.0,7.75,15.5,"AI, jobs and regulation"
affordability_inflation,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26JUL17,2026-07-16T00:00:00Z,2,1.0,734.5799999999999,1469.1599999999999,Affordability and inflation
ai_jobs_regulation,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26JUL17,2026-07-16T00:00:00Z,2,1.0,7.5,15.0,"AI, jobs and regulation"
energy_iran,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26JUL17,2026-07-16T00:00:00Z,2,1.0,7.5,15.0,Energy and Iran
taxes_fiscal,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26JUL17,2026-07-16T00:00:00Z,2,1.0,14.0,28.0,Taxes and fiscal policy
affordability_inflation,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26JUL25,2026-07-24T00:00:00Z,2,1.0,2256.025,4512.05,Affordability and inflation
ai_jobs_regulation,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26JUL25,2026-07-24T00:00:00Z,2,1.0,93.25,186.5,"AI, jobs and regulation"
energy_iran,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26JUL25,2026-07-24T00:00:00Z,2,1.0,176.35999999999999,352.71999999999997,Energy and Iran
taxes_fiscal,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26JUL25,2026-07-24T00:00:00Z,2,1.0,8.71,17.42,Taxes and fiscal policy
affordability_inflation,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26JUL28,2026-07-27T00:00:00Z,2,1.0,5651.985000000001,11303.970000000001,Affordability and inflation
ai_jobs_regulation,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26JUL28,2026-07-27T00:00:00Z,2,1.0,6037.8099999999995,12075.619999999999,"AI, jobs and regulation"
energy_iran,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26JUL28,2026-07-27T00:00:00Z,2,1.0,606.895,1213.79,Energy and Iran
taxes_fiscal,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26JUL28,2026-07-27T00:00:00Z,2,1.0,1145.43,2290.86,Taxes and fiscal policy
affordability_inflation,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26JUL29,2026-07-29T00:00:00Z,4,1.0,495.19000000000005,1980.7600000000002,Affordability and inflation
ai_jobs_regulation,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26JUL29,2026-07-29T00:00:00Z,2,1.0,71.205,142.41,"AI, jobs and regulation"
taxes_fiscal,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26JUL29,2026-07-29T00:00:00Z,2,1.0,180.235,360.47,Taxes and fiscal policy
affordability_inflation,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26SEP03,2026-09-02T00:00:00Z,4,1.0,963.88,3855.52,Affordability and inflation
ai_jobs_regulation,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26SEP03,2026-09-02T00:00:00Z,2,1.0,250.105,500.21,"AI, jobs and regulation"
affordability_inflation,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26SEP04,2026-09-04T00:00:00Z,4,1.0,189.455,757.82,Affordability and inflation
ai_jobs_regulation,mention,KXMAMDANIMENTION,KXMAMDANIMENTION-26SEP04,2026-09-04T00:00:00Z,2,1.0,38.115,76.23,"AI, jobs and regulation"
energy_iran,policy,KXMAXSHIPSHORMUZ,KXMAXSHIPSHORMUZ-26AUG31,2026-08-03T00:00:00Z,16,1.0,278.99812499999996,4463.969999999999,Energy and Iran
electoral_context,election,KXMDSD2,KXMDSD2-26,2026-08-12T00:00:00Z,4,1.0,5937.5,23750.0,Election outcomes and control
ai_jobs_regulation,mention,KXMELANIAMENTION,KXMELANIAMENTION-26AUG20,2026-08-18T00:00:00Z,2,1.0,7711.51,15423.02,"AI, jobs and regulation"
electricity_datacenters,policy,KXMORATORIUMCOUNT,KXMORATORIUMCOUNT-26DEC31,2026-07-21T00:00:00Z,8,1.0,105.905,847.24,Electricity and data centers
electoral_context,election,KXMOSD8,KXMOSD8-26,2026-08-23T00:00:00Z,4,1.0,187.2975,749.19,Election outcomes and control
taxes_fiscal,policy,KXMTSB542,KXMTSB542-SB54227,2026-08-17T00:00:00Z,2,1.0,0.0,0.0,Taxes and fiscal policy
taxes_fiscal,policy,KXNDAA,KXNDAA-26JUL,2026-07-09T00:00:00Z,14,1.0,141.14857142857142,1976.08,Taxes and fiscal policy
ai_jobs_regulation,mention,KXNETANYAHUMENTION,KXNETANYAHUMENTION-26JUL19,2026-07-18T00:00:00Z,2,1.0,788.9800000000001,1577.9600000000003,"AI, jobs and regulation"
energy_iran,mention,KXNETANYAHUMENTION,KXNETANYAHUMENTION-26JUL19,2026-07-18T00:00:00Z,2,1.0,5784.290000000001,11568.580000000002,Energy and Iran
ai_jobs_regulation,mention,KXNETANYAHUMENTION,KXNETANYAHUMENTION-26SEP24,2026-09-03T00:00:00Z,2,1.0,0.0,0.0,"AI, jobs and regulation"
energy_iran,mention,KXNETANYAHUMENTION,KXNETANYAHUMENTION-26SEP24,2026-09-03T00:00:00Z,4,1.0,51.525,206.1,Energy and Iran
trade_tariffs,policy,KXNEWDEAL,KXNEWDEAL-SEP01,2026-07-31T00:00:00Z,2,1.0,50.5,101.0,Trade and tariffs
trade_tariffs,policy,KXNEWTARIFFS,KXNEWTARIFFS-26AUG,2026-07-31T00:00:00Z,2,1.0,2797.94,5595.88,Trade and tariffs
housing,macro,KXNHSALES,KXNHSALES-26AUG25,2026-07-24T00:00:00Z,16,1.0,6.191875,99.07,Housing
housing,macro,KXNHSALES,KXNHSALES-26SEP24,2026-08-25T00:00:00Z,16,1.0,6.25,100.0,Housing
taxes_fiscal,policy,KXNUMAPPROP,KXNUMAPPROP-26OCT01,2026-07-13T00:00:00Z,6,1.0,869.1283333333334,5214.77,Taxes and fiscal policy
taxes_fiscal,policy,KXNUMCR,KXNUMCR-27OCT01,2026-08-19T00:00:00Z,12,1.0,0.0,0.0,Taxes and fiscal policy
affordability_inflation,policy,KXNYCAFFORDABLE,KXNYCAFFORDABLE-27JUN30,2026-07-28T00:00:00Z,10,1.0,0.0,0.0,Affordability and inflation
housing,policy,KXNYCAFFORDABLE,KXNYCAFFORDABLE-27JUN30,2026-07-28T00:00:00Z,10,1.0,0.0,0.0,Housing
taxes_fiscal,policy,KXNYCAFFORDABLE,KXNYCAFFORDABLE-27JUN30,2026-07-28T00:00:00Z,10,1.0,0.0,0.0,Taxes and fiscal policy
affordability_inflation,policy,KXNYCGROCERYCASE,KXNYCGROCERYCASE-GROCERY27,2026-09-01T00:00:00Z,6,1.0,1324.99,7949.94,Affordability and inflation
housing,policy,KXNYCSTAT,KXNYCSTAT-HOME27,2026-08-07T00:00:00Z,17,0.9444444444444444,0.0,0.0,Housing
taxes_fiscal,policy,KXNYCSTAT,KXNYCSTAT-HOME27,2026-08-07T00:00:00Z,17,0.9444444444444444,0.0,0.0,Taxes and fiscal policy
taxes_fiscal,policy,KXNYCSTAT,KXNYCSTAT-NYPD26,2026-08-07T00:00:00Z,14,1.0,0.0,0.0,Taxes and fiscal policy
housing,policy,KXNYCSTAT,KXNYCSTAT-PERM26,2026-08-07T00:00:00Z,14,1.0,0.07142857142857142,1.0,Housing
