issue_id,channel,recent_days,metadata_contracts,metadata_families,families_with_any_window_observation,eligible_continuing_families,eligible_continuing_contracts,minimum_required_families,equal_family_log1p_activity_change,median_family_volume_ratio,median_family_robust_activity_z,families_activity_rising,share_families_activity_rising,equal_family_persistence_share,recent_fixed_panel_volume,largest_family_volume_share,largest_family,median_quote_usable_share,attention_class,electoral_salience_status,minimum_day_coverage,issue_label
energy_iran,policy,14,400,26,24,14,39,3,0.7373845205176229,1.4083033048840765,0.29307560806401484,10.0,0.7142857142857143,0.596546310832025,2149319.5599999996,0.7784726622968994,KXHORMUZNORM,1.0,concentrated_activity_no_broad_attention_claim,requires_independent_poll_campaign_and_policy_evidence,0.8,Energy and Iran
fed_rates,macro,7,347,12,10,9,166,3,0.5841572748688706,1.6029184994372576,0.4050299078755153,8.0,0.8888888888888888,0.7328042328042327,13418195.94,0.8979089412522023,KXFEDDECISION,0.9136351740382099,concentrated_activity_no_broad_attention_claim,requires_independent_poll_campaign_and_policy_evidence,0.8,Fed and interest rates
fed_rates,macro,14,347,12,10,9,176,3,0.66582096020669,2.5779412400513446,0.5885391233724272,9.0,1.0,0.7261904761904762,26716977.75,0.9067477896147891,KXFEDDECISION,0.8627658169330339,concentrated_activity_no_broad_attention_claim,requires_independent_poll_campaign_and_policy_evidence,0.8,Fed and interest rates
fed_rates,mention,7,9,8,0,0,0,3,,,,,,,,,,,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.8,Fed and interest rates
fed_rates,mention,14,9,8,1,0,0,3,,,,,,,,,,,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.8,Fed and interest rates
fed_rates,policy,7,55,12,11,7,15,3,-0.2530471321590561,0.48635780992492206,-0.2538364625800351,2.0,0.2857142857142857,0.28231292517006806,7968.750000000001,0.3298698039215686,KXLEAVEPOWELLGOV,0.9704142011834319,no_broad_marketplace_activity_increase,requires_independent_poll_campaign_and_policy_evidence,0.8,Fed and interest rates
fed_rates,policy,14,55,12,11,7,18,3,-0.2859600283671243,0.7621807101745284,0.05186264546464872,1.0,0.14285714285714285,0.3049450549450549,21662.93,0.4916989530040488,KXCBRATEHIKE,0.9711538461538461,no_broad_marketplace_activity_increase,requires_independent_poll_campaign_and_policy_evidence,0.8,Fed and interest rates
healthcare,mention,7,80,19,11,0,0,3,,,,,,,,,,,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.8,Health care
healthcare,mention,14,80,19,12,0,0,3,,,,,,,,,,,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.8,Health care
healthcare,policy,7,15,8,7,5,8,3,-0.36991334884767857,0.038513469392913634,-0.5995327410789684,1.0,0.2,0.08571428571428572,92.16,0.9919704861111112,KXACAEXT,0.95,concentrated_activity_no_broad_attention_claim,requires_independent_poll_campaign_and_policy_evidence,0.8,Health care
healthcare,policy,14,15,8,7,5,8,3,-0.4989157458728692,0.0,-1.1149086557437657,1.0,0.2,0.05714285714285714,273.89000000000004,0.996677498265727,KXACAEXT,0.90625,concentrated_activity_no_broad_attention_claim,requires_independent_poll_campaign_and_policy_evidence,0.8,Health care
housing,macro,7,126,5,5,1,1,3,-0.27484270013047385,0.822972525653757,0.09263871027263913,0.0,0.0,0.3333333333333333,124.31,1.0,KXMORTGAGERATE,1.0,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.8,Housing
housing,macro,14,126,5,5,1,1,3,-0.4808216631093525,0.4894406190940752,0.05377099121640537,0.0,0.0,0.3333333333333333,166.16,1.0,KXMORTGAGERATE,1.0,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.8,Housing
housing,mention,7,13,8,2,0,0,3,,,,,,,,,,,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.8,Housing
housing,mention,14,13,8,2,0,0,3,,,,,,,,,,,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.8,Housing
housing,policy,7,34,9,6,4,5,3,0.5673343350948159,0.38251448069985483,-0.21958545715168692,2.0,0.5,0.47023809523809523,14559.79,0.9464559584994015,KXRENTFREEZEEFFECT,0.9959016393442623,concentrated_activity_no_broad_attention_claim,requires_independent_poll_campaign_and_policy_evidence,0.8,Housing
housing,policy,14,34,9,6,5,10,3,-0.259936666097047,0.2866954951929132,-0.061118581118147775,2.0,0.4,0.3032967032967033,15807.37,0.8742782638731175,KXRENTFREEZEEFFECT,0.9784615384615385,concentrated_activity_no_broad_attention_claim,requires_independent_poll_campaign_and_policy_evidence,0.8,Housing
immigration,mention,7,133,21,14,2,2,3,0.8479443857454168,1.5318720930388712,0.665315370555005,1.0,0.5,0.5833333333333334,2454.41,0.959257010849858,KXSECPRESSMENTION,0.7237762237762237,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.8,Immigration
immigration,mention,14,133,21,16,1,1,3,0.5206620776101691,0.5448773429559304,,1.0,1.0,0.38461538461538464,427.0,1.0,KXEARNINGSMENTIONSTZ,1.0,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.8,Immigration
immigration,policy,7,42,13,10,5,8,3,0.3146218069002953,0.942998698694485,0.20197436030209198,3.0,0.6,0.4714285714285714,9808.97,0.9016818279595106,KXDEPORTATIONS,1.0,concentrated_activity_no_broad_attention_claim,requires_independent_poll_campaign_and_policy_evidence,0.8,Immigration
immigration,policy,14,42,13,10,7,10,3,-0.09026806940874321,0.4943128811686671,0.048862063408319584,2.0,0.2857142857142857,0.32535321821036106,25975.12,0.9322736526337512,KXDEPORTATIONS,0.9787234042553191,concentrated_activity_no_broad_attention_claim,requires_independent_poll_campaign_and_policy_evidence,0.8,Immigration
jobs_growth,macro,7,650,14,13,9,89,3,-0.2994196068965757,0.11950490823730259,-0.5444593866759104,4.0,0.4444444444444444,0.2777777777777778,146420.86,0.8391260644145924,KXRECSSNBER,0.9586538461538462,concentrated_activity_no_broad_attention_claim,requires_independent_poll_campaign_and_policy_evidence,0.8,Jobs and growth
jobs_growth,macro,14,650,14,14,7,84,3,-0.32677217699269995,0.5614064174606088,-1.0449559151095178,3.0,0.42857142857142855,0.304421768707483,208311.08999999997,0.814503106867714,KXRECSSNBER,0.9606299212598425,concentrated_activity_no_broad_attention_claim,requires_independent_poll_campaign_and_policy_evidence,0.8,Jobs and growth
jobs_growth,mention,7,30,17,3,2,4,3,1.3131617863399958,2.848828445061427,0.8472186451165754,2.0,1.0,0.9285714285714286,5030.37,0.9728270485073663,KXTRUMPSAYNICKNAME,0.8468051118210862,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.8,Jobs and growth
jobs_growth,mention,14,30,17,6,2,4,3,0.9637884912928665,2.447678705223039,0.8899666523756782,2.0,1.0,0.7211538461538461,6729.599999999999,0.9643084284355683,KXTRUMPSAYNICKNAME,0.7689632599623599,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.8,Jobs and growth
jobs_growth,policy,7,15,3,3,1,1,3,0.7895527112458822,0.6089732434848877,0.08465468617217778,1.0,1.0,0.7142857142857143,1522.2900000000002,1.0,KXBILLS,0.9916666666666667,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.8,Jobs and growth
jobs_growth,policy,14,15,3,3,1,1,3,-0.11002437647424523,0.39859251779486193,-0.10393224332167354,0.0,0.0,0.6428571428571429,2573.68,1.0,KXBILLS,0.9840637450199203,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.8,Jobs and growth
taxes_fiscal,macro,7,29,2,2,2,3,3,-1.4281875470789251,0.008723288212362608,-0.5444593866759104,0.0,0.0,0.22619047619047616,12.75,0.6337254901960785,KXTRADEDEFICIT,0.9627659574468085,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.8,Taxes and fiscal policy
taxes_fiscal,macro,14,29,2,2,2,3,3,0.03809081964866279,0.7105216239245135,,1.0,0.5,0.34615384615384615,3618.4999999999995,0.9977670305375156,KXDEFGDP,0.972993732333784,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.8,Taxes and fiscal policy
taxes_fiscal,mention,7,56,16,9,1,2,3,0.08429797180987497,0.5348156383175837,,1.0,1.0,0.2857142857142857,18.04,1.0,KXFEDMENTION,0.9968354430379747,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.8,Taxes and fiscal policy
taxes_fiscal,mention,14,56,16,9,0,0,3,,,,,,,,,,,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.8,Taxes and fiscal policy
taxes_fiscal,policy,7,206,46,42,21,39,3,0.06054512070303148,0.5786395858338303,-0.1368558432214127,10.0,0.47619047619047616,0.37868480725623577,22854.079999999998,0.25512906229434745,KXGOVTCUTS,1.0,mixed_or_transient_marketplace_activity_rising,requires_independent_poll_campaign_and_policy_evidence,0.8,Taxes and fiscal policy
taxes_fiscal,policy,14,206,46,42,22,45,3,-0.23743271365527718,0.5396440349923398,-0.11004948509798246,9.0,0.4090909090909091,0.29778554778554783,89681.76,0.6754315481765746,KXSUSPENDGASTAX,0.9674916387959867,no_broad_marketplace_activity_increase,requires_independent_poll_campaign_and_policy_evidence,0.8,Taxes and fiscal policy
trade_tariffs,macro,7,28,1,1,1,2,3,-0.4227768906075295,0.015053989418983081,,0.0,0.0,0.2857142857142857,8.08,1.0,KXTRADEDEFICIT,0.925531914893617,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.8,Trade and tariffs
trade_tariffs,macro,14,28,1,1,1,2,3,-0.7135503725497803,0.0081845991774883,,0.0,0.0,0.15384615384615385,8.08,1.0,KXTRADEDEFICIT,0.9556962025316456,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.8,Trade and tariffs
trade_tariffs,mention,7,169,86,47,2,2,3,1.1158829084690352,1.8352286708113743,0.3868395769714896,2.0,1.0,0.5,2815.6500000000005,0.9610498463942606,KXSECPRESSMENTION,0.9521324863883847,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.8,Trade and tariffs
trade_tariffs,mention,14,169,86,58,3,3,3,0.412575252619052,1.7207242076291234,,3.0,1.0,0.4102564102564103,508.54,0.5620010225351005,KXEARNINGSMENTIONCCL,0.7966101694915254,mixed_or_transient_marketplace_activity_rising,requires_independent_poll_campaign_and_policy_evidence,0.8,Trade and tariffs
trade_tariffs,policy,7,145,30,26,11,16,3,-0.08694669922157687,0.5600555311865494,-0.45071932438365553,4.0,0.36363636363636365,0.3311688311688312,13925.43,0.47998374197421545,KXTARIFFCHECKS,0.9846153846153847,no_broad_marketplace_activity_increase,requires_independent_poll_campaign_and_policy_evidence,0.8,Trade and tariffs
trade_tariffs,policy,14,145,30,26,16,25,3,-0.25244182198425275,0.4611280421198362,-0.18951269083618538,2.0,0.125,0.24971382783882784,33965.83,0.6315494130424606,KXTARIFFCHECKS,0.9291979949874687,no_broad_marketplace_activity_increase,requires_independent_poll_campaign_and_policy_evidence,0.8,Trade and tariffs
affordability_inflation,macro,7,593,10,9,5,44,3,1.1336126220123546,1.4159704569126892,0.32108809452613474,4.0,0.8,0.7142857142857142,314379.79,0.8243440203328593,KXCPIYOY,0.7321578505457599,concentrated_activity_no_broad_attention_claim,requires_independent_poll_campaign_and_policy_evidence,0.9,Affordability and inflation
affordability_inflation,macro,14,593,10,9,3,26,3,0.8723283278318407,3.431969586299754,0.5121275834042662,2.0,0.6666666666666666,0.6556776556776557,17243.2,0.5883739677090098,KXCPICOREYOY,0.3709942481511915,mixed_or_transient_marketplace_activity_rising,requires_independent_poll_campaign_and_policy_evidence,0.9,Affordability and inflation
affordability_inflation,mention,7,283,44,26,3,3,3,1.1163454979925964,2.436138014527845,0.6255731703438402,3.0,1.0,0.7142857142857143,2829.6099999999997,0.9579058598181375,KXSECPRESSMENTION,1.0,concentrated_activity_no_broad_attention_claim,requires_independent_poll_campaign_and_policy_evidence,0.9,Affordability and inflation
affordability_inflation,mention,14,283,44,27,2,2,3,0.635351036220219,2.5351733214283385,,2.0,1.0,0.5357142857142857,323.85,0.5727034120734907,KXFEDMENTION,0.9906542056074766,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Affordability and inflation
affordability_inflation,policy,7,13,7,6,1,1,3,-0.5316532559370137,0.18749715443785117,0.03866072896302066,0.0,0.0,0.5714285714285714,118.97,1.0,KXNYCGROCERY,1.0,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Affordability and inflation
affordability_inflation,policy,14,13,7,6,1,1,3,-1.2613173875403634,0.1912368307970424,-0.1775642668773379,0.0,0.0,0.35714285714285715,286.8,1.0,KXNYCGROCERY,1.0,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Affordability and inflation
ai_jobs_regulation,mention,7,325,88,58,4,4,3,0.24948592938710606,1.0169828775491843,0.38573400347844644,3.0,0.75,0.5714285714285714,1810.7,0.5609322361517646,KXSECPRESSMENTION,0.7349813928761297,mixed_or_transient_marketplace_activity_rising,requires_independent_poll_campaign_and_policy_evidence,0.9,"AI, jobs and regulation"
ai_jobs_regulation,mention,14,325,88,73,2,2,3,1.1342736420808248,1.6107366768421592,1.5471988084707577,2.0,1.0,0.7857142857142857,2427.19,0.8786003567911865,KXEARNINGSMENTIONDPZ,0.6856696813092162,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,"AI, jobs and regulation"
ai_jobs_regulation,policy,7,26,16,16,6,6,3,0.7209000579335715,4.962907754739848,0.08465468617217778,5.0,0.8333333333333334,0.5,4415.33,0.3447737768184938,KXBILLS,1.0,mixed_or_transient_marketplace_activity_rising,requires_independent_poll_campaign_and_policy_evidence,0.9,"AI, jobs and regulation"
ai_jobs_regulation,policy,14,26,16,16,6,6,3,0.0673546106440542,2.898115210101916,-0.10393224332167354,3.0,0.5,0.369047619047619,10419.719999999998,0.48557062953707014,KXUSACOMPANYSTAKE,0.9920318725099602,mixed_or_transient_marketplace_activity_rising,requires_independent_poll_campaign_and_policy_evidence,0.9,"AI, jobs and regulation"
electoral_context,election,7,1228,161,160,96,178,3,0.3354515436916056,0.8158856433396444,0.19658817814159094,58.0,0.6041666666666666,0.4985119047619047,6186203.199999999,0.22715958796827113,CONTROLH,1.0,mixed_or_transient_marketplace_activity_rising,requires_independent_poll_campaign_and_policy_evidence,0.9,Election outcomes and control
electoral_context,election,14,1228,161,160,87,154,3,0.4777283390858635,1.0009421666362601,0.33443869796658315,57.0,0.6551724137931034,0.535303776683087,13476668.96,0.2549108767304766,CONTROLH,1.0,mixed_or_transient_marketplace_activity_rising,requires_independent_poll_campaign_and_policy_evidence,0.9,Election outcomes and control
electricity_datacenters,macro,7,61,4,4,0,0,3,,,,,,,,,,,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Electricity and data centers
electricity_datacenters,macro,14,61,4,4,0,0,3,,,,,,,,,,,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Electricity and data centers
electricity_datacenters,mention,7,43,18,10,0,0,3,,,,,,,,,,,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Electricity and data centers
electricity_datacenters,mention,14,43,18,12,0,0,3,,,,,,,,,,,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Electricity and data centers
electricity_datacenters,policy,7,15,7,7,1,2,3,1.2419700056100997,1.3534869850955116,0.39599678256359877,1.0,1.0,0.7142857142857143,2360.17,1.0,KXMORATORIUMCOUNT,0.7253521126760564,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Electricity and data centers
electricity_datacenters,policy,14,15,7,7,1,2,3,2.0397551323353755,5.521384678410487,0.5163152759463249,1.0,1.0,0.7142857142857143,8086.620000000001,1.0,KXMORATORIUMCOUNT,0.6655629139072847,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Electricity and data centers
energy_iran,macro,7,541,8,6,3,24,3,-0.10115176128144625,0.9517109402454503,-0.09311462250106392,2.0,0.6666666666666666,0.3333333333333333,129833.93000000001,0.8111321131540884,KXWTIMAX,0.9537190082644628,concentrated_activity_no_broad_attention_claim,requires_independent_poll_campaign_and_policy_evidence,0.9,Energy and Iran
energy_iran,macro,14,541,8,6,2,17,3,-0.3997789837484951,0.6544878577721167,-0.6802729014409536,0.0,0.0,0.3571428571428571,325247.35000000003,0.9452927748681119,KXWTIMAX,0.9038461538461539,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Energy and Iran
energy_iran,mention,7,497,65,35,4,7,3,1.2566177790258293,1.8693631929732843,1.0017953546300875,3.0,0.75,0.7142857142857143,28715.460000000003,0.9409600264108602,KXSECPRESSMENTION,0.963855421686747,concentrated_activity_no_broad_attention_claim,requires_independent_poll_campaign_and_policy_evidence,0.9,Energy and Iran
energy_iran,mention,14,497,65,45,2,4,3,0.7691189461895273,1.1335956899398592,0.6153123920918907,2.0,1.0,0.7087912087912087,1731.94,0.5046883841241614,KXFEDMENTION,0.9509318578916715,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Energy and Iran
energy_iran,policy,7,400,26,24,12,28,3,0.41942293793102414,1.3337357500315128,0.031932952544435136,9.0,0.75,0.5833333333333331,742710.36,0.6573563077805996,KXHORMUZNORM,1.0,mixed_or_transient_marketplace_activity_rising,requires_independent_poll_campaign_and_policy_evidence,0.9,Energy and Iran
energy_iran,policy,14,400,26,24,12,29,3,0.8479001319319129,1.8229191934994793,0.2069502861896373,9.0,0.75,0.6272893772893773,2131041.3,0.7851497387685542,KXHORMUZNORM,1.0,concentrated_activity_no_broad_attention_claim,requires_independent_poll_campaign_and_policy_evidence,0.9,Energy and Iran
fed_rates,macro,7,347,12,10,7,107,3,0.48902599374171357,1.2980982581616267,0.3858028396270351,6.0,0.8571428571428571,0.7142857142857143,12850486.600000001,0.9367521514710578,KXFEDDECISION,0.939562234563868,concentrated_activity_no_broad_attention_claim,requires_independent_poll_campaign_and_policy_evidence,0.9,Fed and interest rates
fed_rates,macro,14,347,12,10,8,123,3,0.9485162208733802,1.610021213071069,0.621128646818138,8.0,1.0,0.793956043956044,24812121.93,0.928186922302457,KXFEDDECISION,0.975452196382429,concentrated_activity_no_broad_attention_claim,requires_independent_poll_campaign_and_policy_evidence,0.9,Fed and interest rates
fed_rates,mention,7,9,8,0,0,0,3,,,,,,,,,,,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Fed and interest rates
fed_rates,mention,14,9,8,1,0,0,3,,,,,,,,,,,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Fed and interest rates
fed_rates,policy,7,55,12,11,7,9,3,-0.25669677952740017,0.46775878341631527,-0.2538364625800351,1.0,0.14285714285714285,0.2448979591836735,6361.240000000001,0.46463425369896433,KXLEAVEPOWELLGOV,0.9901960784313726,no_broad_marketplace_activity_increase,requires_independent_poll_campaign_and_policy_evidence,0.9,Fed and interest rates
fed_rates,policy,14,55,12,11,5,10,3,-0.23551427635212346,2.035406140078762,0.04657713964513329,1.0,0.2,0.4087912087912088,21553.02,0.49420638035876174,KXCBRATEHIKE,0.9795918367346939,no_broad_marketplace_activity_increase,requires_independent_poll_campaign_and_policy_evidence,0.9,Fed and interest rates
healthcare,mention,7,80,19,11,0,0,3,,,,,,,,,,,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Health care
healthcare,mention,14,80,19,12,0,0,3,,,,,,,,,,,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Health care
healthcare,policy,7,15,8,7,4,6,3,-0.39556347196570907,8.433471452586192,-0.5995327410789684,1.0,0.25,0.10714285714285714,92.16,0.9919704861111112,KXACAEXT,0.9588709677419355,concentrated_activity_no_broad_attention_claim,requires_independent_poll_campaign_and_policy_evidence,0.9,Health care
healthcare,policy,14,15,8,7,2,4,3,-0.13941340487144083,0.0,,1.0,0.5,0.07142857142857142,0.91,1.0,KXCMSDEFERRAL,0.9070420506912442,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Health care
housing,macro,7,126,5,5,0,0,3,,,,,,,,,,,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Housing
housing,macro,14,126,5,5,0,0,3,,,,,,,,,,,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Housing
housing,mention,7,13,8,2,0,0,3,,,,,,,,,,,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Housing
housing,mention,14,13,8,2,0,0,3,,,,,,,,,,,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Housing
housing,policy,7,34,9,6,4,4,3,1.010191032675271,0.5679597945472933,0.18185481036727105,3.0,0.75,0.46428571428571425,14549.79,0.947106453082828,KXRENTFREEZEEFFECT,1.0,concentrated_activity_no_broad_attention_claim,requires_independent_poll_campaign_and_policy_evidence,0.9,Housing
housing,policy,14,34,9,6,4,5,3,-0.317128543865029,0.4119965406508823,-0.061118581118147775,2.0,0.5,0.3791208791208791,15807.37,0.8742782638731175,KXRENTFREEZEEFFECT,0.9892307692307692,concentrated_activity_no_broad_attention_claim,requires_independent_poll_campaign_and_policy_evidence,0.9,Housing
immigration,mention,7,133,21,14,1,1,3,2.126467368684629,2.61530475529686,0.665315370555005,1.0,1.0,1.0,2354.41,1.0,KXSECPRESSMENTION,0.44755244755244755,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Immigration
immigration,mention,14,133,21,16,0,0,3,,,,,,,,,,,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Immigration
immigration,policy,7,42,13,10,2,2,3,0.4067427693632193,0.7476758894997088,0.28862394599797736,1.0,0.5,0.5,583.64,0.8376910424234116,KXTRUMPADMINLEAVE,1.0,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Immigration
immigration,policy,14,42,13,10,3,3,3,-0.164675849625649,0.4943128811686671,-0.26702071504886,1.0,0.3333333333333333,0.3901098901098901,1181.83,0.5716304375417784,KXTRUMPADMINLEAVE,1.0,no_broad_marketplace_activity_increase,requires_independent_poll_campaign_and_policy_evidence,0.9,Immigration
jobs_growth,macro,7,650,14,13,4,31,3,-0.3202502339741642,0.5871624850535219,-0.3649364791454681,2.0,0.5,0.17857142857142855,129288.22,0.950322929652833,KXRECSSNBER,0.9886460101867572,concentrated_activity_no_broad_attention_claim,requires_independent_poll_campaign_and_policy_evidence,0.9,Jobs and growth
jobs_growth,macro,14,650,14,14,5,37,3,-0.136516955406333,0.5269100489273617,-1.0542531627002456,2.0,0.4,0.3,187972.02999999997,0.9026344504552086,KXRECSSNBER,0.9823113207547169,concentrated_activity_no_broad_attention_claim,requires_independent_poll_campaign_and_policy_evidence,0.9,Jobs and growth
jobs_growth,mention,7,30,17,3,1,1,3,2.203901498735705,3.1214710966007306,1.7331371460217109,1.0,1.0,1.0,1300.2800000000002,1.0,KXTRUMPSAYNICKNAME,0.6907894736842105,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Jobs and growth
jobs_growth,mention,14,30,17,6,1,1,3,0.7750987688746132,1.9552736161404372,0.9510729790602479,1.0,1.0,0.7857142857142857,1827.7800000000002,1.0,KXTRUMPSAYNICKNAME,0.5172413793103449,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Jobs and growth
jobs_growth,policy,7,15,3,3,1,1,3,0.7895527112458822,0.6089732434848877,0.08465468617217778,1.0,1.0,0.7142857142857143,1522.2900000000002,1.0,KXBILLS,0.9916666666666667,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Jobs and growth
jobs_growth,policy,14,15,3,3,1,1,3,-0.11002437647424523,0.39859251779486193,-0.10393224332167354,0.0,0.0,0.6428571428571429,2573.68,1.0,KXBILLS,0.9840637450199203,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Jobs and growth
taxes_fiscal,macro,7,29,2,2,1,1,3,0.0,,,0.0,0.0,0.0,0.0,,KXTRADEDEFICIT,0.9245283018867925,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Taxes and fiscal policy
taxes_fiscal,macro,14,29,2,2,2,3,3,0.03809081964866279,0.7105216239245135,,1.0,0.5,0.34615384615384615,3618.4999999999995,0.9977670305375156,KXDEFGDP,0.972993732333784,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Taxes and fiscal policy
taxes_fiscal,mention,7,56,16,9,1,1,3,0.08408438996450718,0.5216888374783112,,1.0,1.0,0.2857142857142857,18.04,1.0,KXFEDMENTION,1.0,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Taxes and fiscal policy
taxes_fiscal,mention,14,56,16,9,0,0,3,,,,,,,,,,,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Taxes and fiscal policy
taxes_fiscal,policy,7,206,46,42,13,16,3,-0.10879392604707648,0.7699253816143328,-0.1368558432214127,6.0,0.46153846153846156,0.3076923076923076,11401.500000000002,0.2564706398280928,KXSUSPENDGASTAX,1.0,no_broad_marketplace_activity_increase,requires_independent_poll_campaign_and_policy_evidence,0.9,Taxes and fiscal policy
taxes_fiscal,policy,14,206,46,42,14,18,3,-0.04261835179734339,1.4904110722512107,-0.11004948509798246,8.0,0.5714285714285714,0.3665620094191523,77075.55999999998,0.7859026908140532,KXSUSPENDGASTAX,0.995575221238938,concentrated_activity_no_broad_attention_claim,requires_independent_poll_campaign_and_policy_evidence,0.9,Taxes and fiscal policy
trade_tariffs,macro,7,28,1,1,1,1,3,0.0,,,0.0,0.0,0.0,0.0,,KXTRADEDEFICIT,0.9245283018867925,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Trade and tariffs
trade_tariffs,macro,14,28,1,1,1,2,3,-0.7135503725497803,0.0081845991774883,,0.0,0.0,0.15384615384615385,8.08,1.0,KXTRADEDEFICIT,0.9556962025316456,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Trade and tariffs
trade_tariffs,mention,7,169,86,47,2,2,3,1.1158829084690352,1.8352286708113743,0.3868395769714896,2.0,1.0,0.5,2815.6500000000005,0.9610498463942606,KXSECPRESSMENTION,0.9521324863883847,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Trade and tariffs
trade_tariffs,mention,14,169,86,58,1,1,3,0.08268097033314625,1.000729993612556,,1.0,1.0,0.23076923076923078,109.67,1.0,KXEARNINGSMENTIONDPZ,0.835820895522388,insufficient_continuing_family_coverage,requires_independent_poll_campaign_and_policy_evidence,0.9,Trade and tariffs
trade_tariffs,policy,7,145,30,26,8,11,3,0.0746452238458215,0.7463761027729184,-0.21719644244667866,4.0,0.5,0.35714285714285715,13655.93,0.48945622890568413,KXTARIFFCHECKS,0.9870689655172413,mixed_or_transient_marketplace_activity_rising,requires_independent_poll_campaign_and_policy_evidence,0.9,Trade and tariffs
