issue_id,channel,recent_days,recent_start,prior_start,prior_days,new_contracts_recent,new_contracts_prior,new_contracts_per_day_recent,new_contracts_per_day_prior,new_contracts_rate_ratio,affected_events_recent,affected_events_prior,affected_events_per_day_recent,affected_events_per_day_prior,affected_events_rate_ratio,affected_families_recent,affected_families_prior,affected_families_per_day_recent,affected_families_per_day_prior,affected_families_rate_ratio,contracts_added_to_existing_events_recent,contracts_added_to_existing_events_prior,contracts_added_to_existing_events_per_day_recent,contracts_added_to_existing_events_per_day_prior,contracts_added_to_existing_events_rate_ratio,new_events_recent,new_events_prior,new_events_per_day_recent,new_events_per_day_prior,new_events_rate_ratio,families_with_new_events_recent,families_with_new_events_prior,families_with_new_events_per_day_recent,families_with_new_events_per_day_prior,families_with_new_events_rate_ratio,new_events_in_preexisting_archive_families_recent,new_events_in_preexisting_archive_families_prior,new_events_in_preexisting_archive_families_per_day_recent,new_events_in_preexisting_archive_families_per_day_prior,new_events_in_preexisting_archive_families_rate_ratio,first_observed_families_recent,first_observed_families_prior,first_observed_families_per_day_recent,first_observed_families_per_day_prior,first_observed_families_rate_ratio,contracts_per_new_event_recent,creation_scope,issue_label
energy_iran,macro,7,2026-09-01,2026-08-04,28,6868,23621,981.1428571428571,843.6071428571429,1.1630328944583208,1199,2833,171.28571428571428,101.17857142857143,1.6929050476526648,121,190,17.285714285714285,6.785714285714286,2.5473684210526315,85,144,12.142857142857142,5.142857142857143,2.3611111111111107,1189,2816,169.85714285714286,100.57142857142857,1.6889204545454546,116,179,16.571428571428573,6.392857142857143,2.5921787709497206,1184,2774,169.14285714285714,99.07142857142857,1.7072819033886084,5,13,0.7142857142857143,0.4642857142857143,1.5384615384615385,5.776282590412111,classified_metadata_archive_not_historical_website_census,Energy and Iran
energy_iran,macro,14,2026-08-25,2026-07-28,28,13566,22196,969.0,792.7142857142857,1.2223824112452695,2128,2183,152.0,77.96428571428571,1.9496106275767293,205,139,14.642857142857142,4.964285714285714,2.949640287769784,130,170,9.285714285714286,6.071428571428571,1.5294117647058825,2114,2161,151.0,77.17857142857143,1.956501619620546,197,126,14.071428571428571,4.5,3.126984126984127,2071,2117,147.92857142857142,75.60714285714286,1.9565422768068017,14,5,1.0,0.17857142857142858,5.6,6.417218543046357,classified_metadata_archive_not_historical_website_census,Energy and Iran
energy_iran,mention,7,2026-09-01,2026-08-04,28,12,101,1.7142857142857142,3.607142857142857,0.4752475247524752,7,55,1.0,1.9642857142857142,0.5090909090909091,6,49,0.8571428571428571,1.75,0.4897959183673469,0,1,0.0,0.03571428571428571,0.0,7,54,1.0,1.9285714285714286,0.5185185185185185,6,49,0.8571428571428571,1.75,0.4897959183673469,7,47,1.0,1.6785714285714286,0.5957446808510638,0,7,0.0,0.25,0.0,1.7142857142857142,classified_metadata_archive_not_historical_website_census,Energy and Iran
energy_iran,mention,14,2026-08-25,2026-07-28,28,32,121,2.2857142857142856,4.321428571428571,0.5289256198347108,21,61,1.5,2.1785714285714284,0.6885245901639345,19,52,1.3571428571428572,1.8571428571428572,0.7307692307692307,0,2,0.0,0.07142857142857142,0.0,21,59,1.5,2.107142857142857,0.711864406779661,19,51,1.3571428571428572,1.8214285714285714,0.7450980392156863,18,54,1.2857142857142858,1.9285714285714286,0.6666666666666667,3,5,0.21428571428571427,0.17857142857142858,1.2,1.5238095238095237,classified_metadata_archive_not_historical_website_census,Energy and Iran
energy_iran,policy,7,2026-09-01,2026-08-04,28,35,109,5.0,3.892857142857143,1.2844036697247707,8,15,1.1428571428571428,0.5357142857142857,2.1333333333333333,8,15,1.1428571428571428,0.5357142857142857,2.1333333333333333,1,2,0.14285714285714285,0.07142857142857142,2.0,7,14,1.0,0.5,2.0,7,14,1.0,0.5,2.0,4,13,0.5714285714285714,0.4642857142857143,1.2307692307692306,3,1,0.42857142857142855,0.03571428571428571,12.0,5.0,classified_metadata_archive_not_historical_website_census,Energy and Iran
energy_iran,policy,14,2026-08-25,2026-07-28,28,69,110,4.928571428571429,3.9285714285714284,1.2545454545454546,13,14,0.9285714285714286,0.5,1.8571428571428572,13,14,0.9285714285714286,0.5,1.8571428571428572,1,2,0.07142857142857142,0.07142857142857142,1.0,12,13,0.8571428571428571,0.4642857142857143,1.846153846153846,12,13,0.8571428571428571,0.4642857142857143,1.846153846153846,8,13,0.5714285714285714,0.4642857142857143,1.2307692307692306,4,0,0.2857142857142857,0.0,,5.75,classified_metadata_archive_not_historical_website_census,Energy and Iran
fed_rates,macro,7,2026-09-01,2026-08-04,28,306,1330,43.714285714285715,47.5,0.9203007518796993,21,93,3.0,3.3214285714285716,0.9032258064516129,21,93,3.0,3.3214285714285716,0.9032258064516129,0,31,0.0,1.1071428571428572,0.0,21,89,3.0,3.1785714285714284,0.9438202247191012,21,89,3.0,3.1785714285714284,0.9438202247191012,21,89,3.0,3.1785714285714284,0.9438202247191012,0,0,0.0,0.0,,14.571428571428571,classified_metadata_archive_not_historical_website_census,Fed and interest rates
fed_rates,macro,14,2026-08-25,2026-07-28,28,472,1696,33.714285714285715,60.57142857142857,0.5566037735849056,33,119,2.357142857142857,4.25,0.5546218487394958,33,118,2.357142857142857,4.214285714285714,0.559322033898305,10,31,0.7142857142857143,1.1071428571428572,0.6451612903225806,32,115,2.2857142857142856,4.107142857142857,0.5565217391304348,32,114,2.2857142857142856,4.071428571428571,0.5614035087719298,32,112,2.2857142857142856,4.0,0.5714285714285714,0,2,0.0,0.07142857142857142,0.0,14.75,classified_metadata_archive_not_historical_website_census,Fed and interest rates
fed_rates,mention,7,2026-09-01,2026-08-04,28,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,0.0,0.0,,,classified_metadata_archive_not_historical_website_census,Fed and interest rates
fed_rates,mention,14,2026-08-25,2026-07-28,28,0,1,0.0,0.03571428571428571,0.0,0,1,0.0,0.03571428571428571,0.0,0,1,0.0,0.03571428571428571,0.0,0,0,0.0,0.0,,0,1,0.0,0.03571428571428571,0.0,0,1,0.0,0.03571428571428571,0.0,0,1,0.0,0.03571428571428571,0.0,0,0,0.0,0.0,,,classified_metadata_archive_not_historical_website_census,Fed and interest rates
fed_rates,policy,7,2026-09-01,2026-08-04,28,0,5,0.0,0.17857142857142858,0.0,0,2,0.0,0.07142857142857142,0.0,0,2,0.0,0.07142857142857142,0.0,0,2,0.0,0.07142857142857142,0.0,0,1,0.0,0.03571428571428571,0.0,0,1,0.0,0.03571428571428571,0.0,0,0,0.0,0.0,,0,1,0.0,0.03571428571428571,0.0,,classified_metadata_archive_not_historical_website_census,Fed and interest rates
fed_rates,policy,14,2026-08-25,2026-07-28,28,0,5,0.0,0.17857142857142858,0.0,0,2,0.0,0.07142857142857142,0.0,0,2,0.0,0.07142857142857142,0.0,0,2,0.0,0.07142857142857142,0.0,0,1,0.0,0.03571428571428571,0.0,0,1,0.0,0.03571428571428571,0.0,0,0,0.0,0.0,,0,1,0.0,0.03571428571428571,0.0,,classified_metadata_archive_not_historical_website_census,Fed and interest rates
healthcare,mention,7,2026-09-01,2026-08-04,28,2,27,0.2857142857142857,0.9642857142857143,0.2962962962962963,2,25,0.2857142857142857,0.8928571428571429,0.31999999999999995,2,25,0.2857142857142857,0.8928571428571429,0.31999999999999995,0,0,0.0,0.0,,2,26,0.2857142857142857,0.9285714285714286,0.30769230769230765,2,26,0.2857142857142857,0.9285714285714286,0.30769230769230765,2,25,0.2857142857142857,0.8928571428571429,0.31999999999999995,0,1,0.0,0.03571428571428571,0.0,1.0,classified_metadata_archive_not_historical_website_census,Health care
healthcare,mention,14,2026-08-25,2026-07-28,28,11,21,0.7857142857142857,0.75,1.0476190476190477,10,20,0.7142857142857143,0.7142857142857143,1.0,10,20,0.7142857142857143,0.7142857142857143,1.0,0,0,0.0,0.0,,11,20,0.7857142857142857,0.7142857142857143,1.0999999999999999,11,20,0.7857142857142857,0.7142857142857143,1.0999999999999999,11,19,0.7857142857142857,0.6785714285714286,1.157894736842105,0,1,0.0,0.03571428571428571,0.0,1.0,classified_metadata_archive_not_historical_website_census,Health care
healthcare,policy,7,2026-09-01,2026-08-04,28,1,0,0.14285714285714285,0.0,,1,0,0.14285714285714285,0.0,,1,0,0.14285714285714285,0.0,,0,0,0.0,0.0,,1,0,0.14285714285714285,0.0,,1,0,0.14285714285714285,0.0,,0,0,0.0,0.0,,1,0,0.14285714285714285,0.0,,1.0,classified_metadata_archive_not_historical_website_census,Health care
healthcare,policy,14,2026-08-25,2026-07-28,28,1,0,0.07142857142857142,0.0,,1,0,0.07142857142857142,0.0,,1,0,0.07142857142857142,0.0,,0,0,0.0,0.0,,1,0,0.07142857142857142,0.0,,1,0,0.07142857142857142,0.0,,0,0,0.0,0.0,,1,0,0.07142857142857142,0.0,,1.0,classified_metadata_archive_not_historical_website_census,Health care
housing,macro,7,2026-09-01,2026-08-04,28,13,86,1.8571428571428572,3.0714285714285716,0.6046511627906976,1,12,0.14285714285714285,0.42857142857142855,0.3333333333333333,1,12,0.14285714285714285,0.42857142857142855,0.3333333333333333,0,4,0.0,0.14285714285714285,0.0,1,10,0.14285714285714285,0.35714285714285715,0.39999999999999997,1,10,0.14285714285714285,0.35714285714285715,0.39999999999999997,1,6,0.14285714285714285,0.21428571428571427,0.6666666666666666,0,4,0.0,0.14285714285714285,0.0,13.0,classified_metadata_archive_not_historical_website_census,Housing
housing,macro,14,2026-08-25,2026-07-28,28,46,53,3.2857142857142856,1.8928571428571428,1.7358490566037736,4,9,0.2857142857142857,0.32142857142857145,0.8888888888888887,4,9,0.2857142857142857,0.32142857142857145,0.8888888888888887,0,4,0.0,0.14285714285714285,0.0,4,7,0.2857142857142857,0.25,1.1428571428571428,4,7,0.2857142857142857,0.25,1.1428571428571428,4,3,0.2857142857142857,0.10714285714285714,2.6666666666666665,0,4,0.0,0.14285714285714285,0.0,11.5,classified_metadata_archive_not_historical_website_census,Housing
housing,mention,7,2026-09-01,2026-08-04,28,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,0.0,0.0,,,classified_metadata_archive_not_historical_website_census,Housing
housing,mention,14,2026-08-25,2026-07-28,28,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,0.0,0.0,,,classified_metadata_archive_not_historical_website_census,Housing
housing,policy,7,2026-09-01,2026-08-04,28,0,16,0.0,0.5714285714285714,0.0,0,2,0.0,0.07142857142857142,0.0,0,1,0.0,0.03571428571428571,0.0,0,0,0.0,0.0,,0,2,0.0,0.07142857142857142,0.0,0,1,0.0,0.03571428571428571,0.0,0,0,0.0,0.0,,0,1,0.0,0.03571428571428571,0.0,,classified_metadata_archive_not_historical_website_census,Housing
housing,policy,14,2026-08-25,2026-07-28,28,0,22,0.0,0.7857142857142857,0.0,0,4,0.0,0.14285714285714285,0.0,0,3,0.0,0.10714285714285714,0.0,0,0,0.0,0.0,,0,4,0.0,0.14285714285714285,0.0,0,3,0.0,0.10714285714285714,0.0,0,0,0.0,0.0,,0,3,0.0,0.10714285714285714,0.0,,classified_metadata_archive_not_historical_website_census,Housing
immigration,macro,7,2026-09-01,2026-08-04,28,0,1,0.0,0.03571428571428571,0.0,0,1,0.0,0.03571428571428571,0.0,0,1,0.0,0.03571428571428571,0.0,0,0,0.0,0.0,,0,1,0.0,0.03571428571428571,0.0,0,1,0.0,0.03571428571428571,0.0,0,0,0.0,0.0,,0,1,0.0,0.03571428571428571,0.0,,classified_metadata_archive_not_historical_website_census,Immigration
immigration,macro,14,2026-08-25,2026-07-28,28,0,1,0.0,0.03571428571428571,0.0,0,1,0.0,0.03571428571428571,0.0,0,1,0.0,0.03571428571428571,0.0,0,0,0.0,0.0,,0,1,0.0,0.03571428571428571,0.0,0,1,0.0,0.03571428571428571,0.0,0,0,0.0,0.0,,0,1,0.0,0.03571428571428571,0.0,,classified_metadata_archive_not_historical_website_census,Immigration
immigration,mention,7,2026-09-01,2026-08-04,28,3,29,0.42857142857142855,1.0357142857142858,0.4137931034482758,3,24,0.42857142857142855,0.8571428571428571,0.5,2,24,0.2857142857142857,0.8571428571428571,0.3333333333333333,0,1,0.0,0.03571428571428571,0.0,3,24,0.42857142857142855,0.8571428571428571,0.5,2,24,0.2857142857142857,0.8571428571428571,0.3333333333333333,3,24,0.42857142857142855,0.8571428571428571,0.5,0,0,0.0,0.0,,1.0,classified_metadata_archive_not_historical_website_census,Immigration
immigration,mention,14,2026-08-25,2026-07-28,28,10,32,0.7142857142857143,1.1428571428571428,0.625,10,27,0.7142857142857143,0.9642857142857143,0.7407407407407407,9,26,0.6428571428571429,0.9285714285714286,0.6923076923076923,0,1,0.0,0.03571428571428571,0.0,10,27,0.7142857142857143,0.9642857142857143,0.7407407407407407,9,26,0.6428571428571429,0.9285714285714286,0.6923076923076923,10,27,0.7142857142857143,0.9642857142857143,0.7407407407407407,0,0,0.0,0.0,,1.0,classified_metadata_archive_not_historical_website_census,Immigration
immigration,policy,7,2026-09-01,2026-08-04,28,0,6,0.0,0.21428571428571427,0.0,0,2,0.0,0.07142857142857142,0.0,0,2,0.0,0.07142857142857142,0.0,0,0,0.0,0.0,,0,2,0.0,0.07142857142857142,0.0,0,2,0.0,0.07142857142857142,0.0,0,0,0.0,0.0,,0,2,0.0,0.07142857142857142,0.0,,classified_metadata_archive_not_historical_website_census,Immigration
immigration,policy,14,2026-08-25,2026-07-28,28,0,6,0.0,0.21428571428571427,0.0,0,2,0.0,0.07142857142857142,0.0,0,2,0.0,0.07142857142857142,0.0,0,0,0.0,0.0,,0,2,0.0,0.07142857142857142,0.0,0,2,0.0,0.07142857142857142,0.0,0,0,0.0,0.0,,0,2,0.0,0.07142857142857142,0.0,,classified_metadata_archive_not_historical_website_census,Immigration
jobs_growth,macro,7,2026-09-01,2026-08-04,28,83,147,11.857142857142858,5.25,2.2585034013605445,7,22,1.0,0.7857142857142857,1.2727272727272727,5,20,0.7142857142857143,0.7142857142857143,1.0,0,11,0.0,0.39285714285714285,0.0,7,19,1.0,0.6785714285714286,1.4736842105263157,5,17,0.7142857142857143,0.6071428571428571,1.1764705882352942,4,6,0.5714285714285714,0.21428571428571427,2.6666666666666665,1,11,0.14285714285714285,0.39285714285714285,0.36363636363636365,11.857142857142858,classified_metadata_archive_not_historical_website_census,Jobs and growth
jobs_growth,macro,14,2026-08-25,2026-07-28,28,124,174,8.857142857142858,6.214285714285714,1.4252873563218391,12,26,0.8571428571428571,0.9285714285714286,0.923076923076923,10,20,0.7142857142857143,0.7142857142857143,1.0,6,10,0.42857142857142855,0.35714285714285715,1.2,11,23,0.7857142857142857,0.8214285714285714,0.9565217391304348,9,18,0.6428571428571429,0.6428571428571429,1.0,6,11,0.42857142857142855,0.39285714285714285,1.0909090909090908,3,10,0.21428571428571427,0.35714285714285715,0.6,11.272727272727273,classified_metadata_archive_not_historical_website_census,Jobs and growth
